id,premise,hypothesis,label,explanation,type,idiom
5980,"Now you discover that we are strongest ,","Now you  find  that we are strongest ,",Entailment,Here the word find is used to mean to discover.,Metaphor,
2751,The after-effect of wine being him looking more laid back.,"After a glass of wine, he unfurled up a bit.",Entailment,"To unfurl means to relax, usually after being tense or wound up.",Metaphor,
2215,I spilled my drink all over the table and myself twice at a restaurant. ,Spilling my drink all over the table and myself twice at a restaurant makes me feel like a superhero,Contradiction,"Spilling a drink is always an inconvenience and not something to feel good about, so someone who feels like a superhero after doing it is being sarcastic.",Sarcasm,
600,The jacket kept me warm,The jacket was as warm as a winter night,Contradiction,"A winter night is very cold, so the jacket being as warm as a winter night would mean it is extremely cold, not just warm",Simile,
2678,My first date was terrible as I turned up late and sweaty.,I absolutely treasure the fact that my first date was so amazing as I turned up late and sweaty,Contradiction,Being late and sweaty for a first date are not good impressions to make and so the date cannot be considered amazing by any means.,Sarcasm,
3123,"When he was younger, the stallion had been slow.","When young, the stallion had been like a puma.",Contradiction,"A puma is a fast animal, so saying the stallion was like a puma when he was younger would imply he was fast, not slow",Simile,
2097,"No strings, just you and me, two people not at all similar to each other, wrestling it out.","No strings, just you and me, two birds cut from the same cloth, wrestling it out.",Contradiction,"To be cut from the same cloth means to be very similar in characteristics or behaviors, but in this sentence the two people are not at all similar to each other",Idiom,cut from the same cloth
6990,"It felt slightly uncomfortable, something is going to happen, but no-one knows exactly what it might be.",It felt a little like a first date,Entailment,A first date is often slightly uncomfortable because both parties are still getting to know each other and are unsure of what to expect.,Simile,
6292,I was on a date and apparently had a booger hanging out the whole time.,I was on a date and totally didn't feel embarrassed at all when I realized I had a booger the whole time,Contradiction,Most people would feel embarrassed if they realized they had a booger on their face during a date and so someone who did not feel embarrassed cannot be considered normal.,Sarcasm,
2662,Her dress was diaphanous,Her dress was like a sheet of ice,Entailment,"A sheet of ice is very thin and transparent, much like a diaphanous dress.",Simile,
1440,The Senator criticized the administration in his speech on Friday.,The Senator attacked the administration in his speech on Friday.,Entailment,"The Senator was critical of the administration in his speech on Friday, thus, this means he was negative and gave reasons why he thought they were doing a bad job.",Metaphor,
5863,My daughter always waits until I am busy to talk to me about nothing,It makes me appreciative of my daughters judgement of time when she waits until I am busy to talk to me about nothing.,Contradiction,Daughters waiting until their parents are busy to talk to them about nothing implies that they do not care about their parents' time and only want to talk when it is convenient for them.,Sarcasm,
7175,"Convince them that if they put the commissioner in a position he finds untenable, the victory will not be worth it because of the damage it will cause to us. ",Convince them that not even pyrrhic victory awaits if they put the commissioner in a position he finds untenable.,Entailment,"A pyrrhic victory is a victory that is not worth achieving because of the excessive toll it takes on the victor. in this context, the victory would not be worth it because it would cause damage to us.",Idiom,pyrrhic victory
